cost,publisher,university,year
0.0,Institute of Physics Publishing,University of St Mark and St John,2014
752.0,Institute of Physics Publishing,St Mary's University College,2014
0.0,Institute of Physics Publishing,University of Stirling,2014
42717.0,Institute of Physics Publishing,University of Strathclyde,2014
0.0,Institute of Physics Publishing,University of Sunderland,2014
0.0,Institute of Physics Publishing,University of Surrey,2014
37982.0,Institute of Physics Publishing,University of Sussex,2014
8438.0,Institute of Physics Publishing,Swansea University,2014
0.0,Institute of Physics Publishing,Teesside University,2014
0.0,Institute of Physics Publishing,Trinity Laban,2014
0.0,Institute of Physics Publishing,UCL,2014
0.0,Institute of Physics Publishing,University College Birmingham,2014
0.0,Institute of Physics Publishing,University for the Creative Arts,2014
0.0,Institute of Physics Publishing,University of the Arts London,2014
0.0,Institute of Physics Publishing,University of the Highlands and Islands,2014
0.0,Institute of Physics Publishing,University of the West of England,2014
3362.0,Institute of Physics Publishing,University of the West of Scotland,2014
6707.0,Institute of Physics Publishing,University of Ulster,2014
1735.0,Institute of Physics Publishing,University of Wales Trinity St David,2014
46828.0,Institute of Physics Publishing,University of Warwick,2014
0.0,Institute of Physics Publishing,University of West London,2014
0.0,Institute of Physics Publishing,University of Westminster,2014
0.0,Institute of Physics Publishing,University of Winchester,2014
0.0,Institute of Physics Publishing,University of Wolverhampton,2014
0.0,Institute of Physics Publishing,University of Worcester,2014
0.0,Institute of Physics Publishing,Writtle College,2014
46345.0,Institute of Physics Publishing,University of York,2014
0.0,Institute of Physics Publishing,York St John University,2014
,Institute of Physics Publishing,,2014
767875.7,Elsevier,University of Aberdeen,2015
51098.1,Elsevier,Abertay University,2015
281563.38,Elsevier,Aberystwyth University,2015
73924.0,Elsevier,Anglia Ruskin University,2015
8091.67,Elsevier,University of the Arts London,2015
0.0,Elsevier,Arts University Bournemouth,2015
269398.38,Elsevier,Aston University,2015
270348.39,Elsevier,Bangor University,2015
568965.0,Elsevier,University of Bath,2015
21000.0,Elsevier,Bath Spa University,2015
87622.37,Elsevier,University of Bedfordshire,2015
119469.0,Elsevier,"Birkbeck, University of London",2015
970869.44,Elsevier,University of Birmingham,2015
102894.02,Elsevier,Birmingham City University,2015
,Elsevier,University College Birmingham,2015
0.0,Elsevier,Bishop Grosseteste University,2015
72193.59,Elsevier,University of Bolton,2015
140832.0,Elsevier,Bournemouth University,2015
311900.41,Elsevier,University of Bradford,2015
133826.4,Elsevier,University of Brighton,2015
996509.96,Elsevier,University of Bristol,2015
351858.78,Elsevier,Brunel University,2015
39116.04,Elsevier,Buckinghamshire New University,2015
1411682.0,Elsevier,University of Cambridge,2015
47234.69,Elsevier,Canterbury Christ Church University,2015
853889.82,Elsevier,Cardiff University,2015
85268.67,Elsevier,Cardiff Metropolitan University,2015
166512.0,Elsevier,University of Central Lancashire,2015
950.15,Elsevier,Central School of Speech and Drama,2015
59328.08,Elsevier,University of Chester,2015
,Elsevier,University of Chichester,2015
202441.0,Elsevier,City University London,2015
0.0,Elsevier,Courtauld Institute of Art,2015
,Elsevier,Coventry University,2015
259615.83,Elsevier,Cranfield University,2015
1869.38,Elsevier,University for the Creative Arts,2015
49610.33,Elsevier,University of Cumbria,2015
185132.83,Elsevier,De Montfort University,2015
100607.82,Elsevier,University of Derby,2015
452300.4,Elsevier,University of Dundee,2015
580246.74,Elsevier,Durham University,2015
357590.11,Elsevier,University of East Anglia,2015
157851.31,Elsevier,University of East London,2015
33879.0,Elsevier,Edge Hill University,2015
1056438.0,Elsevier,University of Edinburgh,2015
166888.56,Elsevier,Edinburgh Napier University,2015
222818.33,Elsevier,University of Essex,2015
260839.45,Elsevier,University of Exeter,2015
0.0,Elsevier,Falmouth University,2015
810314.34,Elsevier,University of Glasgow,2015
283220.55,Elsevier,Glasgow Caledonian University,2015
60561.0,Elsevier,University of Gloucestershire,2015
28341.99,Elsevier,Glyndŵr University,2015
33080.0,Elsevier,"Goldsmiths, University of London",2015
206159.7,Elsevier,University of Greenwich,2015
71008.42,Elsevier,Harper Adams University,2015
421000.0,Elsevier,Heriot-Watt University,2015
,Elsevier,University of Hertfordshire,2015
0.0,Elsevier,Heythrop College,2015
28111.75,Elsevier,University of the Highlands and Islands,2015
130608.72,Elsevier,University of Huddersfield,2015
266053.38,Elsevier,University of Hull,2015
1304454.0,Elsevier,Imperial College London,2015
155465.85,Elsevier,Institute of Cancer Research,2015
202581.0,Elsevier,Keele University,2015
30304.7,Elsevier,University of Kent,2015
851506.78,Elsevier,King's College London,2015
137403.85,Elsevier,Kingston University,2015
432732.0,Elsevier,Lancaster University,2015
1036468.74,Elsevier,University of Leeds,2015
0.0,Elsevier,Leeds College of Art,2015
111361.66,Elsevier,Leeds Beckett University (formerly Leeds Metropolitan University),2015
10635.61,Elsevier,Leeds Trinity University,2015
475677.0,Elsevier,University of Leicester,2015
86674.0,Elsevier,University of Lincoln,2015
805411.5,Elsevier,University of Liverpool,2015
21054.42,Elsevier,Liverpool Hope University,2015
,Elsevier,Liverpool Institute for Performing Arts,2015
245649.91,Elsevier,Liverpool John Moores University,2015
10488.44,Elsevier,University of London (central),2015
109262.33,Elsevier,London Business School,2015
139784.03,Elsevier,London Metropolitan University,2015
178846.0,Elsevier,London School of Economics and Political Science,2015
269283.08,Elsevier,London School of Hygiene and Tropical Medicine,2015
214724.22,Elsevier,London South Bank University,2015
601535.0,Elsevier,Loughborough University,2015
1545213.84,Elsevier,University of Manchester,2015
325783.0,Elsevier,Manchester Metropolitan University,2015
173714.85,Elsevier,Middlesex University,2015
1186906.55,Elsevier,Newcastle University,2015
3085.35,Elsevier,Newman University,2015
60767.0,Elsevier,University of Northampton,2015
197535.25,Elsevier,Northumbria University,2015
0.0,Elsevier,Norwich University of the Arts,2015
1161658.0,Elsevier,University of Nottingham,2015
189397.24,Elsevier,Nottingham Trent University,2015
624738.91,Elsevier,Open University,2015
1223789.0,Elsevier,University of Oxford,2015
166535.78,Elsevier,Oxford Brookes University,2015
402419.73,Elsevier,Plymouth University,2015
304962.0,Elsevier,University of Portsmouth,2015
78568.09,Elsevier,"Queen Margaret University, Edinburgh",2015
590322.46,Elsevier,"Queen Mary, University of London",2015
713480.8,Elsevier,Queen's University Belfast,2015
,Elsevier,Ravensbourne,2015
431330.33,Elsevier,University of Reading,2015
192003.0,Elsevier,Robert Gordon University,2015
,Elsevier,University of Roehampton,2015
0.0,Elsevier,Rose Bruford College,2015
0.0,Elsevier,Royal Academy of Music,2015
28606.75,Elsevier,Royal Agricultural University,2015
0.0,Elsevier,Royal College of Art,2015
0.0,Elsevier,Royal College of Music,2015
0.0,Elsevier,Royal Conservatoire of Scotland,2015
350040.61,Elsevier,"Royal Holloway, University of London",2015
0.0,Elsevier,Royal Northern College of Music,2015
85236.55,Elsevier,Royal Veterinary College,2015
346057.42,Elsevier,University of Salford,2015
17613.5,Elsevier,School of Oriental and African Studies,2015
692503.77,Elsevier,University of Sheffield,2015
253625.0,Elsevier,Sheffield Hallam University,2015
194004.72,Elsevier,University of South Wales,2015
911063.73,Elsevier,University of Southampton,2015
57500.0,Elsevier,Southampton Solent University,2015
,Elsevier,Staffordshire University,2015
365019.0,Elsevier,University of St Andrews,2015
132914.34,Elsevier,St George's University of London,2015
14544.4,Elsevier,University of St Mark and St John,2015
17901.09,Elsevier,"St Mary's University, Twickenham",2015
225234.0,Elsevier,University of Stirling,2015
0.0,Elsevier,Stranmillis University College,2015
774401.0,Elsevier,University of Strathclyde,2015
54773.33,Elsevier,University of Suffolk,2015
342045.13,Elsevier,University of Sunderland,2015
67487.03,Elsevier,University of Surrey,2015
465839.0,Elsevier,University of Sussex,2015
539605.0,Elsevier,Swansea University,2015
,Elsevier,Teesside University,2015
,Elsevier,Trinity Laban,2015
1733060.0,Elsevier,UCL,2015
615053.76,Elsevier,University of Ulster,2015
35020.83,Elsevier,"University of Wales, Trinity St David",2015
797245.92,Elsevier,University of Warwick,2015
68986.22,Elsevier,University of West London,2015
260993.21,Elsevier,University of the West of England,2015
111305.0,Elsevier,University of the West of Scotland,2015
180074.92,Elsevier,University of Westminster,2015
11546.95,Elsevier,University of Winchester,2015
,Elsevier,University of Wolverhampton,2015
2304.54,Elsevier,University of Worcester,2015
,Elsevier,Writtle College,2015
510844.1,Elsevier,University of York,2015
33371.0,Elsevier,York St John University,2015
254286.02,Wiley,University of Aberdeen,2015
44060.2,Wiley,Abertay University,2015
155577.24,Wiley,Aberystwyth University,2015
115389.0,Wiley,Anglia Ruskin University,2015
0.0,Wiley,University of the Arts London,2015
345.52,Wiley,Arts University Bournemouth,2015
90968.33,Wiley,Aston University,2015
148027.07,Wiley,Bangor University,2015
210773.0,Wiley,University of Bath,2015
,Wiley,Bath Spa University,2015
81227.49,Wiley,University of Bedfordshire,2015
73715.0,Wiley,"Birkbeck, University of London",2015
380154.98,Wiley,University of Birmingham,2015
65699.4,Wiley,Birmingham City University,2015
,Wiley,University College Birmingham,2015
14749.0,Wiley,Bishop Grosseteste University,2015
21555.51,Wiley,University of Bolton,2015
112964.0,Wiley,Bournemouth University,2015
102818.75,Wiley,University of Bradford,2015
84865.62,Wiley,University of Brighton,2015
480108.17,Wiley,University of Bristol,2015
145050.79,Wiley,Brunel University,2015
43228.05,Wiley,Buckinghamshire New University,2015
476915.0,Wiley,University of Cambridge,2015
63209.81,Wiley,Canterbury Christ Church University,2015
469167.02,Wiley,Cardiff University,2015
35223.08,Wiley,Cardiff Metropolitan University,2015
71556.0,Wiley,University of Central Lancashire,2015
302.61,Wiley,Central School of Speech and Drama,2015
63369.72,Wiley,University of Chester,2015
,Wiley,University of Chichester,2015
86871.0,Wiley,City University London,2015
759.3,Wiley,Courtauld Institute of Art,2015
,Wiley,Coventry University,2015
122939.01,Wiley,Cranfield University,2015
6831.79,Wiley,University for the Creative Arts,2015
15032.55,Wiley,University of Cumbria,2015
55601.08,Wiley,De Montfort University,2015
74071.67,Wiley,University of Derby,2015
236542.9,Wiley,University of Dundee,2015
288724.53,Wiley,Durham University,2015
214081.22,Wiley,University of East Anglia,2015
55868.22,Wiley,University of East London,2015
67193.0,Wiley,Edge Hill University,2015
425744.0,Wiley,University of Edinburgh,2015
76572.0,Wiley,Edinburgh Napier University,2015
147312.84,Wiley,University of Essex,2015
217043.7,Wiley,University of Exeter,2015
2030.0,Wiley,Falmouth University,2015
391320.58,Wiley,University of Glasgow,2015
105866.39,Wiley,Glasgow Caledonian University,2015
0.0,Wiley,University of Gloucestershire,2015
25283.43,Wiley,Glyndŵr University,2015
39216.54,Wiley,"Goldsmiths, University of London",2015
94480.97,Wiley,University of Greenwich,2015
29254.23,Wiley,Harper Adams University,2015
73000.0,Wiley,Heriot-Watt University,2015
138467.68,Wiley,University of Hertfordshire,2015
1443.65,Wiley,Heythrop College,2015
9746.24,Wiley,University of the Highlands and Islands,2015
86531.04,Wiley,University of Huddersfield,2015
164241.11,Wiley,University of Hull,2015
555163.0,Wiley,Imperial College London,2015
50017.39,Wiley,Institute of Cancer Research,2015
160217.0,Wiley,Keele University,2015
0.0,Wiley,University of Kent,2015
483656.14,Wiley,King's College London,2015
104574.68,Wiley,Kingston University,2015
167409.0,Wiley,Lancaster University,2015
466191.02,Wiley,University of Leeds,2015
0.0,Wiley,Leeds College of Art,2015
84700.07,Wiley,Leeds Beckett University (formerly Leeds Metropolitan University),2015
13557.86,Wiley,Leeds Trinity University,2015
277320.0,Wiley,University of Leicester,2015
69281.0,Wiley,University of Lincoln,2015
349618.65,Wiley,University of Liverpool,2015
10348.97,Wiley,Liverpool Hope University,2015
,Wiley,Liverpool Institute for Performing Arts,2015
114179.08,Wiley,Liverpool John Moores University,2015
32355.84,Wiley,University of London (central),2015
10574.76,Wiley,London Business School,2015
